task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
boolq,2453,formality,did gone with the wind win best picture,Did 'Gone with the Wind' win Best Picture?,Did 'Gone with the Wind' win the Best Picture award?,formal to casual,1,,"The film received positive reviews upon its release, in December 1939, although some reviewers found it overlong. The casting was widely praised, and many reviewers found Leigh especially suited to her role as Scarlett. At the 12th Academy Awards, it received ten Academy Awards (eight competitive, t",0.8695705,0.86622167
boolq,1327,lexical,will there be another season of the affiar,is there going to be another season of the affair,Will there be another season of the case,"['will', 'be', 'season', 'affair']",1,,"A 12-episode second season of The Affair premiered on October 4, 2015. On December 9, 2015, the series was renewed for a third season, which debuted on November 20, 2016. On January 9, 2017, Showtime renewed the series for a fourth season, which premiered on June 17, 2018. On July 26, 2018, Showtime",0.9413144,0.93306684
boolq,1327,syntactic,will there be another season of the affiar,Is another season of The Affair going to happen?,Will another season of The Affair happen?,Changed from a yes/no question to an embedded question,1,,"A 12-episode second season of The Affair premiered on October 4, 2015. On December 9, 2015, the series was renewed for a third season, which debuted on November 20, 2016. On January 9, 2017, Showtime renewed the series for a fourth season, which premiered on June 17, 2018. On July 26, 2018, Showtime",0.89076763,0.89180887
boolq,1327,voice,will there be another season of the affiar,Will another season of The Affair be produced?,Will another season of The Affair be produced?,active to passive,1,,"A 12-episode second season of The Affair premiered on October 4, 2015. On December 9, 2015, the series was renewed for a third season, which debuted on November 20, 2016. On January 9, 2017, Showtime renewed the series for a fourth season, which premiered on June 17, 2018. On July 26, 2018, Showtime",0.8905742,0.8905742
boolq,1327,formality,will there be another season of the affiar,Is there gonna be another season of The Affair?,Will there be another season of The Affair?,casual to formal,1,,"A 12-episode second season of The Affair premiered on October 4, 2015. On December 9, 2015, the series was renewed for a third season, which debuted on November 20, 2016. On January 9, 2017, Showtime renewed the series for a fourth season, which premiered on June 17, 2018. On July 26, 2018, Showtime",0.8957861,0.9035649
boolq,2001,lexical,is your body temperature higher in the evening,is your body temperature greater in the evening,Is your body temperature higher in the evening?,"['temperature', 'higher', 'evening']",1,,"Reported values vary depending on how it is measured: oral (under the tongue): 7002309950000000000♠36.8±0.4 °C (7002309927777777777♠98.2±0.72 °F), internal (rectal, vaginal): 37.0 °C (98.6 °F). A rectal or vaginal measurement taken directly inside the body cavity is typically slightly higher than or",0.9910519,0.9710629
boolq,2001,syntactic,is your body temperature higher in the evening,Do you have a higher body temperature in the evening?,Do you have a higher body temperature in the evening?,Changed from a yes/no question to an embedded question,1,,"Reported values vary depending on how it is measured: oral (under the tongue): 7002309950000000000♠36.8±0.4 °C (7002309927777777777♠98.2±0.72 °F), internal (rectal, vaginal): 37.0 °C (98.6 °F). A rectal or vaginal measurement taken directly inside the body cavity is typically slightly higher than or",0.9546981,0.9546981
boolq,2001,voice,is your body temperature higher in the evening,Does your body temperature increase in the evening?,Does your body temperature increase in the evening?,active to passive,1,,"Reported values vary depending on how it is measured: oral (under the tongue): 7002309950000000000♠36.8±0.4 °C (7002309927777777777♠98.2±0.72 °F), internal (rectal, vaginal): 37.0 °C (98.6 °F). A rectal or vaginal measurement taken directly inside the body cavity is typically slightly higher than or",0.96040094,0.96040094
boolq,2001,formality,is your body temperature higher in the evening,Does your body temperature increase in the evening?,Does your body temperature increase in the evening?,formal to casual,1,,"Reported values vary depending on how it is measured: oral (under the tongue): 7002309950000000000♠36.8±0.4 °C (7002309927777777777♠98.2±0.72 °F), internal (rectal, vaginal): 37.0 °C (98.6 °F). A rectal or vaginal measurement taken directly inside the body cavity is typically slightly higher than or",0.96040094,0.96040094
boolq,79,lexical,is there a sequel to love finds a home,Is there a follow-up to love finds a home,Is there a sequel to Love Finds a Home,"['sequel', 'follow-up']",0,,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a series of books by Janette Oke. It aired on Hallmark Channel on September 5, 2009. The film is based on the book Love Finds a Home by Janette Oke. Sarah Jones, Haylie Duff, and Jordan Bridges reprise their roles",0.9516728,0.94585705
boolq,79,syntactic,is there a sequel to love finds a home,I wonder if there is a sequel to Love Finds a Home.,I wonder if there is a sequel to Love Finds a Home.,changed from a yes-no question to an embedded question,0,,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a series of books by Janette Oke. It aired on Hallmark Channel on September 5, 2009. The film is based on the book Love Finds a Home by Janette Oke. Sarah Jones, Haylie Duff, and Jordan Bridges reprise their roles",0.92216915,0.92216915
boolq,79,voice,is there a sequel to love finds a home,Has a sequel to Love Finds a Home been made?,Has a sequel to Love Finds a Home been made?,active to passive,0,,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a series of books by Janette Oke. It aired on Hallmark Channel on September 5, 2009. The film is based on the book Love Finds a Home by Janette Oke. Sarah Jones, Haylie Duff, and Jordan Bridges reprise their roles",0.9213268,0.9213268
boolq,79,formality,is there a sequel to love finds a home,Is there a sequel to Love Finds a Home?,Is there a sequel to Love Finds a Home?,formal to casual,0,,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a series of books by Janette Oke. It aired on Hallmark Channel on September 5, 2009. The film is based on the book Love Finds a Home by Janette Oke. Sarah Jones, Haylie Duff, and Jordan Bridges reprise their roles",0.936409,0.936409
boolq,458,lexical,does it matter which dna strand is transcribed,Is it important which dna strand is transcribed,Is it important which DNA strand is transcribed,"['matter', 'important', 'transcribed']",1,,"Wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or transcribed strand).",0.97916484,0.9267411
boolq,458,syntactic,does it matter which dna strand is transcribed,Is it important which DNA strand is transcribed?,Is it important to know which DNA strand is transcribed?,changed from a simple question structure to an embedded question structure,1,,"Wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or transcribed strand).",0.9216566,0.90602505
boolq,458,voice,does it matter which dna strand is transcribed,Is it important which DNA strand is transcribed?,Is it important to know which DNA strand is transcribed?,active to passive,1,,"Wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or transcribed strand).",0.9216566,0.90602505
boolq,458,formality,does it matter which dna strand is transcribed,Does it matter which DNA strand is transcribed?,Is it important which strand of DNA is transcribed?,formal to casual,1,,"Wherever a gene exists on a DNA molecule, one strand is the coding strand (or sense strand), and the other is the noncoding strand (also called the antisense strand, anticoding strand, template strand or transcribed strand).",0.9310383,0.91689646
boolq,1486,lexical,is a flash drive and memory stick the same,Is a flash drive and memory stick identical?,Is a USB key and a memory key the same thing?,"['flash drive -> flash drive', 'memory stick -> memory stick', 'same -> identical']",1,,"A USB flash drive, also variously known as a thumb drive, pen drive, gig stick, flash stick, jump drive, disk key, disk on key (after the original M-Systems DiskOnKey drive from 2000), flash-drive, memory stick (not to be confused with the Sony Memory Stick), USB stick or USB memory, is a data stora",0.9416723,0.9116239
boolq,1486,syntactic,is a flash drive and memory stick the same,Is a flash drive the same as a memory stick?,Is a USB key the same thing as a memory key?,changed from simple question to embedded question,1,,"A USB flash drive, also variously known as a thumb drive, pen drive, gig stick, flash stick, jump drive, disk key, disk on key (after the original M-Systems DiskOnKey drive from 2000), flash-drive, memory stick (not to be confused with the Sony Memory Stick), USB stick or USB memory, is a data stora",0.9450797,0.90271246
boolq,1486,voice,is a flash drive and memory stick the same,Are a flash drive and memory stick the same?,Is a USB key and a memory key the same thing?,active to passive,1,,"A USB flash drive, also variously known as a thumb drive, pen drive, gig stick, flash stick, jump drive, disk key, disk on key (after the original M-Systems DiskOnKey drive from 2000), flash-drive, memory stick (not to be confused with the Sony Memory Stick), USB stick or USB memory, is a data stora",0.94729745,0.9116239
boolq,1486,formality,is a flash drive and memory stick the same,Are a flash drive and memory stick the same?,Is a USB key and a memory key the same thing?,formal to casual,1,,"A USB flash drive, also variously known as a thumb drive, pen drive, gig stick, flash stick, jump drive, disk key, disk on key (after the original M-Systems DiskOnKey drive from 2000), flash-drive, memory stick (not to be confused with the Sony Memory Stick), USB stick or USB memory, is a data stora",0.94729745,0.9116239
boolq,1259,lexical,are nike air force 1 good for basketball,are nike air force 1 suitable for basketball,Are Nike Air Force 1 suitable for basketball?,"['good', 'suitable']",1,,"As a performance shoe, the AF1 is still used for street play as well as for professional play. NBA players Jerry Stackhouse (who now wears Adidas) and Rasheed Wallace have worn AF1s on court.",0.9782889,0.9275537
boolq,1259,syntactic,are nike air force 1 good for basketball,Is it good for basketball to wear Nike Air Force 1?,Is it good for basketball to wear Nike Air Force 1?,changed to an embedded question,1,,"As a performance shoe, the AF1 is still used for street play as well as for professional play. NBA players Jerry Stackhouse (who now wears Adidas) and Rasheed Wallace have worn AF1s on court.",0.9128154,0.91281545
boolq,1259,voice,are nike air force 1 good for basketball,Is basketball good for by Nike Air Force 1?,Is basketball good for Nike Air Force 1?,active to passive,1,,"As a performance shoe, the AF1 is still used for street play as well as for professional play. NBA players Jerry Stackhouse (who now wears Adidas) and Rasheed Wallace have worn AF1s on court.",0.9090002,0.9199417
boolq,1259,formality,are nike air force 1 good for basketball,Are Nike Air Force 1 suitable for playing basketball?,Are Nike Air Force 1s suitable for playing basketball?,formal to casual,1,,"As a performance shoe, the AF1 is still used for street play as well as for professional play. NBA players Jerry Stackhouse (who now wears Adidas) and Rasheed Wallace have worn AF1s on court.",0.9243501,0.9200073
boolq,980,lexical,is pyruvic acid and pyruvate the same thing,Are pyruvic acid and pyruvate identical?,Is pyruvic acid the same as pyruvate?,"['is', 'identical']",0,,"Pyruvic acid (CHCOCOOH) is the simplest of the alpha-keto acids, with a carboxylic acid and a ketone functional group. Pyruvate (/paɪˈruːveɪt/), the conjugate base, CHCOCOO, is a key intermediate in several metabolic pathways.",0.95217955,0.95863736
boolq,980,syntactic,is pyruvic acid and pyruvate the same thing,Are pyruvic acid and pyruvate the same thing?,Is pyruvic acid the same as pyruvate?,Changed from a declarative sentence to an interrogative sentence,0,,"Pyruvic acid (CHCOCOOH) is the simplest of the alpha-keto acids, with a carboxylic acid and a ketone functional group. Pyruvate (/paɪˈruːveɪt/), the conjugate base, CHCOCOO, is a key intermediate in several metabolic pathways.",0.96916825,0.95863736
boolq,980,voice,is pyruvic acid and pyruvate the same thing,Are pyruvic acid and pyruvate the same thing?,Is pyruvic acid the same as pyruvate?,active to passive,0,,"Pyruvic acid (CHCOCOOH) is the simplest of the alpha-keto acids, with a carboxylic acid and a ketone functional group. Pyruvate (/paɪˈruːveɪt/), the conjugate base, CHCOCOO, is a key intermediate in several metabolic pathways.",0.96916825,0.95863736
boolq,980,formality,is pyruvic acid and pyruvate the same thing,Are pyruvic acid and pyruvate the same thing?,Is pyruvic acid the same as pyruvate?,formal to casual,0,,"Pyruvic acid (CHCOCOOH) is the simplest of the alpha-keto acids, with a carboxylic acid and a ketone functional group. Pyruvate (/paɪˈruːveɪt/), the conjugate base, CHCOCOO, is a key intermediate in several metabolic pathways.",0.96916825,0.95863736
boolq,237,lexical,does beau abbott die in a quiet place,does beau abbott perish in a silent location,Does Beau Abbott perish in a quiet place,"['die', 'quiet place']",1,,"The Abbott family -- wife Evelyn, husband Lee, congenitally deaf daughter Regan, and sons Marcus and Beau -- silently scavenge for supplies in a deserted town. While out in the open, the family communicates with American Sign Language (ASL). Four-year-old Beau is drawn to a battery-powered space shu",0.96258515,0.9341806
boolq,237,syntactic,does beau abbott die in a quiet place,Is Beau Abbott the one who dies in A Quiet Place?,Is Beau Abbott the one who dies in A Quiet Place?,Changed from a yes/no question to an embedded question,1,,"The Abbott family -- wife Evelyn, husband Lee, congenitally deaf daughter Regan, and sons Marcus and Beau -- silently scavenge for supplies in a deserted town. While out in the open, the family communicates with American Sign Language (ASL). Four-year-old Beau is drawn to a battery-powered space shu",0.86187744,0.86187744
boolq,237,voice,does beau abbott die in a quiet place,Does Beau Abbott die in A Quiet Place?,Does Beau Abbott die in A Quiet Place?,active to passive,1,,"The Abbott family -- wife Evelyn, husband Lee, congenitally deaf daughter Regan, and sons Marcus and Beau -- silently scavenge for supplies in a deserted town. While out in the open, the family communicates with American Sign Language (ASL). Four-year-old Beau is drawn to a battery-powered space shu",0.86371857,0.86371857
boolq,237,formality,does beau abbott die in a quiet place,Did Beau Abbott die in A Quiet Place?,Did Beau Abbott die in A Quiet Place?,formal to casual,1,,"The Abbott family -- wife Evelyn, husband Lee, congenitally deaf daughter Regan, and sons Marcus and Beau -- silently scavenge for supplies in a deserted town. While out in the open, the family communicates with American Sign Language (ASL). Four-year-old Beau is drawn to a battery-powered space shu",0.86044014,0.86044014
boolq,986,lexical,can you play xbox 360 on a xbox one,are you able to play xbox 360 on an xbox one,Are you able to play Xbox 360 on an Xbox One?,"['can', 'play', '360', 'one']",1,,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program ",0.97405404,0.91568536
boolq,986,syntactic,can you play xbox 360 on a xbox one,Is it possible to play Xbox 360 on an Xbox One?,Is it possible to play Xbox 360 on Xbox One?,Changed from a direct question to an embedded question,1,,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program ",0.9206059,0.9170399
boolq,986,voice,can you play xbox 360 on a xbox one,Is Xbox 360 playable on an Xbox One?,Is the Xbox 360 playable on an Xbox One?,active to passive,1,,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program ",0.9123444,0.9136359
boolq,986,formality,can you play xbox 360 on a xbox one,Is it possible to play Xbox 360 games on an Xbox One?,Is it possible to play Xbox 360 games on an Xbox One?,formal to casual,1,,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program ",0.91654176,0.91654176
boolq,2323,lexical,is there any original members of lynyrd skynyrd,Are there any founding members of Lynyrd Skynyrd?,Are there any founding members of Lynyrd Skynyrd?,"['original', 'members', 'lynyrd skynyrd']",1,,"Lynyrd Skynyrd is a Southern rock band from Jacksonville, Florida. Formed in 1964, the group originally included vocalist Ronnie Van Zant, guitarists Gary Rossington and Allen Collins, bassist Larry Junstrom and drummer Bob Burns. The current lineup features Rossington, guitarist and vocalist Rickey",0.9477488,0.9477488
boolq,2323,syntactic,is there any original members of lynyrd skynyrd,Are there any original members of Lynyrd Skynyrd?,Are there any original members of Lynyrd Skynyrd?,Changed the word order of the sentence,1,,"Lynyrd Skynyrd is a Southern rock band from Jacksonville, Florida. Formed in 1964, the group originally included vocalist Ronnie Van Zant, guitarists Gary Rossington and Allen Collins, bassist Larry Junstrom and drummer Bob Burns. The current lineup features Rossington, guitarist and vocalist Rickey",0.95343506,0.95343506
boolq,2323,voice,is there any original members of lynyrd skynyrd,Are there any original members of Lynyrd Skynyrd?,Are there any original members of Lynyrd Skynyrd?,active to passive,1,,"Lynyrd Skynyrd is a Southern rock band from Jacksonville, Florida. Formed in 1964, the group originally included vocalist Ronnie Van Zant, guitarists Gary Rossington and Allen Collins, bassist Larry Junstrom and drummer Bob Burns. The current lineup features Rossington, guitarist and vocalist Rickey",0.95343506,0.95343506
boolq,2323,formality,is there any original members of lynyrd skynyrd,Are there any original members of Lynyrd Skynyrd?,Are there any original members of Lynyrd Skynyrd?,formal to casual,1,,"Lynyrd Skynyrd is a Southern rock band from Jacksonville, Florida. Formed in 1964, the group originally included vocalist Ronnie Van Zant, guitarists Gary Rossington and Allen Collins, bassist Larry Junstrom and drummer Bob Burns. The current lineup features Rossington, guitarist and vocalist Rickey",0.95343506,0.95343506
boolq,322,lexical,is song of solomon the same as song of songs,Is melody of solomon the same as melody of songs?,Is Solomon's melody the same as the melody of the songs?,"['song', 'melody']",1,,"The Song of Songs, also Song of Solomon or Canticles (Hebrew: שִׁיר הַשִּׁירִים‬, Šîr HašŠîrîm, Greek: ᾎσμα ᾎσμάτων, asma asmaton, both meaning Song of Songs), is one of the megillot (scrolls) found in the last section of the Tanakh, known as the Ketuvim (or ``Writings''), and a book of the Old Test",0.93184835,0.90339935
boolq,322,syntactic,is song of solomon the same as song of songs,Is the song of Solomon identical to the song of songs?,Is the Song of Solomon the same as the Song of Songs?,changed from simple to embedded clause,1,,"The Song of Songs, also Song of Solomon or Canticles (Hebrew: שִׁיר הַשִּׁירִים‬, Šîr HašŠîrîm, Greek: ᾎσμα ᾎσμάτων, asma asmaton, both meaning Song of Songs), is one of the megillot (scrolls) found in the last section of the Tanakh, known as the Ketuvim (or ``Writings''), and a book of the Old Test",0.91275334,0.9109426
boolq,322,voice,is song of solomon the same as song of songs,Is Song of Solomon the same as Song of Songs?,Is the Song of Songs the same as the Song of Solomon?,active to passive,1,,"The Song of Songs, also Song of Solomon or Canticles (Hebrew: שִׁיר הַשִּׁירִים‬, Šîr HašŠîrîm, Greek: ᾎσμα ᾎσμάτων, asma asmaton, both meaning Song of Songs), is one of the megillot (scrolls) found in the last section of the Tanakh, known as the Ketuvim (or ``Writings''), and a book of the Old Test",0.914114,0.9071825
boolq,322,formality,is song of solomon the same as song of songs,Is Song of Solomon the same as Song of Songs?,Is the Song of Songs the same as the Song of Solomon?,formal to casual,1,,"The Song of Songs, also Song of Solomon or Canticles (Hebrew: שִׁיר הַשִּׁירִים‬, Šîr HašŠîrîm, Greek: ᾎσμα ᾎσμάτων, asma asmaton, both meaning Song of Songs), is one of the megillot (scrolls) found in the last section of the Tanakh, known as the Ketuvim (or ``Writings''), and a book of the Old Test",0.914114,0.9071825
boolq,350,lexical,was the movie insomnia based on a book,did the film insomnia originate from a novel,Is the film Insomnia based on a novel?,"['movie', 'based on', 'book']",0,,"Robert Westbrook adapted the screenplay to novel form, which was published by Alex in May 2002.",0.90759593,0.90188366
boolq,350,syntactic,was the movie insomnia based on a book,Whether the movie insomnia was based on a book,That the movie Insomnia was based on a book,Changed from a yes/no question to an embedded question,0,,"Robert Westbrook adapted the screenplay to novel form, which was published by Alex in May 2002.",0.92746913,0.9220948
boolq,350,voice,was the movie insomnia based on a book,Was a book the movie insomnia based on?,Was it a book on which the film Insomnia was based?,passive to active,0,,"Robert Westbrook adapted the screenplay to novel form, which was published by Alex in May 2002.",0.9066864,0.88909125
boolq,350,formality,was the movie insomnia based on a book,Did the movie Insomnia come from a book?,Does the movie Insomnia come from a book?,formal to casual,0,,"Robert Westbrook adapted the screenplay to novel form, which was published by Alex in May 2002.",0.90100455,0.8993786
boolq,2997,lexical,does a square have to have right angles,Is it necessary for a square to possess right angles?,Is it necessary for a square to have right angles?,"['square', 'have', 'right angles']",1,,"In geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, or (100-gradian angles or right angles). It can also be defined as a rectangle in which two adjacent sides have equal length. A square with vertices ABCD would be denot",0.9474968,0.954113
boolq,2997,syntactic,does a square have to have right angles,Is it necessary for a square to have right angles?,Is it necessary for a square to have right angles?,changed from simple interrogative to embedded question,1,,"In geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, or (100-gradian angles or right angles). It can also be defined as a rectangle in which two adjacent sides have equal length. A square with vertices ABCD would be denot",0.954113,0.954113
boolq,2997,voice,does a square have to have right angles,Does a square need to have right angles?,Does a square have to have right angles?,active to passive,1,,"In geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, or (100-gradian angles or right angles). It can also be defined as a rectangle in which two adjacent sides have equal length. A square with vertices ABCD would be denot",0.9700074,0.9739561
boolq,2997,formality,does a square have to have right angles,Does a square need to have right angles?,Does a square have to have right angles?,formal to casual,1,,"In geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, or (100-gradian angles or right angles). It can also be defined as a rectangle in which two adjacent sides have equal length. A square with vertices ABCD would be denot",0.9700074,0.9739561
boolq,1990,lexical,is it true that the ring finger is connected to the heart,Does the ring finger have a connection to the heart?,Does the ring finger have a connection to the heart?,"['true', 'have', 'connected']",0,,"Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed o",0.95323,0.9532301
boolq,1990,syntactic,is it true that the ring finger is connected to the heart,"Is the ring finger connected to the heart, is it true?","Is the ring finger connected to the heart, is it true?",Changed to an inverted construction,0,,"Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed o",0.95765346,0.9576536
boolq,1990,voice,is it true that the ring finger is connected to the heart,Is the ring finger connected to the heart?,Is the ring finger connected to the heart?,active to passive,0,,"Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed o",0.95881903,0.95881903
boolq,1990,formality,is it true that the ring finger is connected to the heart,Does the ring finger really connect to the heart?,Is the ring finger really connected to the heart?,formal to casual,0,,"Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed o",0.95310766,0.952459
boolq,283,lexical,does enameled cast iron leach iron into food,does glazed cast iron release iron into food,Does enameled cast iron release iron into food,"['enameled', 'leach', 'iron']",1,,"An American Dietetic Association study found that cast-iron cookware can leach significant amounts of dietary iron into food. The amounts of iron absorbed varied greatly depending on the food, its acidity, its water content, how long it was cooked, and how old the cookware is. The iron in spaghetti ",0.9619304,0.9690092
boolq,283,syntactic,does enameled cast iron leach iron into food,Is it true that enameled cast iron leaches iron into food?,Is it true that enameled cast iron releases iron into food?,changed from a yes/no question to an embedded question,1,,"An American Dietetic Association study found that cast-iron cookware can leach significant amounts of dietary iron into food. The amounts of iron absorbed varied greatly depending on the food, its acidity, its water content, how long it was cooked, and how old the cookware is. The iron in spaghetti ",0.9573141,0.94701815
boolq,283,voice,does enameled cast iron leach iron into food,Does iron leach into food from enameled cast iron?,Does iron dissolve in food from enameled cast iron?,active to passive,1,,"An American Dietetic Association study found that cast-iron cookware can leach significant amounts of dietary iron into food. The amounts of iron absorbed varied greatly depending on the food, its acidity, its water content, how long it was cooked, and how old the cookware is. The iron in spaghetti ",0.95393133,0.9364512
boolq,283,formality,does enameled cast iron leach iron into food,Does enameled cast iron release iron into food?,Does enameled cast iron release iron into food?,formal to casual,1,,"An American Dietetic Association study found that cast-iron cookware can leach significant amounts of dietary iron into food. The amounts of iron absorbed varied greatly depending on the food, its acidity, its water content, how long it was cooked, and how old the cookware is. The iron in spaghetti ",0.96454436,0.96454436
boolq,3115,lexical,can i have dual citizenship in us and czech republic,am i allowed to possess dual nationality in us and czech republic,Am I allowed to have dual citizenship in the United States and the Czech Republic?,"['have', 'citizenship', 'in', 'possess', 'nationality', 'allowed']",1,,"The citizenship law of the Czech Republic is based on the principles of jus sanguinis or ``right by blood''. In other words, descent from a Czech parent is the primary method of acquiring Czech citizenship (together with naturalisation). Birth on Czech territory without a Czech parent is in itself i",0.9690608,0.934945
boolq,3115,syntactic,can i have dual citizenship in us and czech republic,Is it possible for me to have dual citizenship in the US and Czech Republic?,Is it possible for me to have dual citizenship in the United States and the Czech Republic?,Changed from a direct question to an embedded question,1,,"The citizenship law of the Czech Republic is based on the principles of jus sanguinis or ``right by blood''. In other words, descent from a Czech parent is the primary method of acquiring Czech citizenship (together with naturalisation). Birth on Czech territory without a Czech parent is in itself i",0.93389475,0.9305294
boolq,3115,voice,can i have dual citizenship in us and czech republic,Is dual citizenship allowed in the US and Czech Republic?,Is dual citizenship allowed in the United States and the Czech Republic?,active to passive,1,,"The citizenship law of the Czech Republic is based on the principles of jus sanguinis or ``right by blood''. In other words, descent from a Czech parent is the primary method of acquiring Czech citizenship (together with naturalisation). Birth on Czech territory without a Czech parent is in itself i",0.9210719,0.91936874
boolq,3115,formality,can i have dual citizenship in us and czech republic,Is it possible for me to have dual citizenship in the United States and the Czech Republic?,Is it possible for me to have dual citizenship in the United States and the Czech Republic?,formal to casual,1,,"The citizenship law of the Czech Republic is based on the principles of jus sanguinis or ``right by blood''. In other words, descent from a Czech parent is the primary method of acquiring Czech citizenship (together with naturalisation). Birth on Czech territory without a Czech parent is in itself i",0.9305294,0.9305294
boolq,2181,lexical,is there extra time in the world cup playoffs,Is there additional time in the World Cup playoffs?,Is there overtime in the World Cup playoffs?,"['extra', 'additional']",1,,"In the knockout stage, if a match was level at the end of 90 minutes of normal playing time, extra time was played (two periods of 15 minutes each), where each team was allowed to make a fourth substitution. If still tied after extra time, the match was decided by a penalty shoot-out to determine th",0.9404788,0.9454183
boolq,2181,syntactic,is there extra time in the world cup playoffs,Is there any extra time in the World Cup playoffs?,Is there overtime in the World Cup playoffs?,changed from a yes/no question to an interrogative sentence with 'any',1,,"In the knockout stage, if a match was level at the end of 90 minutes of normal playing time, extra time was played (two periods of 15 minutes each), where each team was allowed to make a fourth substitution. If still tied after extra time, the match was decided by a penalty shoot-out to determine th",0.9466099,0.9454183
boolq,2181,voice,is there extra time in the world cup playoffs,Does the world cup playoffs have extra time?,Do World Cup playoffs have overtime?,active to passive,1,,"In the knockout stage, if a match was level at the end of 90 minutes of normal playing time, extra time was played (two periods of 15 minutes each), where each team was allowed to make a fourth substitution. If still tied after extra time, the match was decided by a penalty shoot-out to determine th",0.9585365,0.9206988
boolq,2181,formality,is there extra time in the world cup playoffs,Is there any extra time in the World Cup playoffs?,Is there overtime in the World Cup playoffs?,formal to casual,1,,"In the knockout stage, if a match was level at the end of 90 minutes of normal playing time, extra time was played (two periods of 15 minutes each), where each team was allowed to make a fourth substitution. If still tied after extra time, the match was decided by a penalty shoot-out to determine th",0.9466099,0.9454183
boolq,3136,lexical,is the international journal of nursing studies peer reviewed,Does the global publication of nursing research undergo peer evaluation?,Is global publication of nursing research subject to peer review?,,1,,The International Journal of Nursing Studies is a monthly peer-reviewed nursing journal published by Elsevier. It covers the delivery of care in the fields of nursing and midwifery.,0.89479256,0.8849999
boolq,3136,syntactic,is the international journal of nursing studies peer reviewed,Could you tell me if the international journal of nursing studies is peer reviewed?,Could you tell me if the international nursing studies journal is peer-reviewed?,Changed from a yes/no question to an embedded question,1,,The International Journal of Nursing Studies is a monthly peer-reviewed nursing journal published by Elsevier. It covers the delivery of care in the fields of nursing and midwifery.,0.919045,0.9072089
boolq,3136,voice,is the international journal of nursing studies peer reviewed,Does the international journal of nursing studies undergo peer review?,Is the international journal of nursing studies subject to peer review?,active to passive,1,,The International Journal of Nursing Studies is a monthly peer-reviewed nursing journal published by Elsevier. It covers the delivery of care in the fields of nursing and midwifery.,0.9343028,0.9314626
boolq,3136,formality,is the international journal of nursing studies peer reviewed,Does the international journal of nursing studies undergo peer review?,Is the international journal of nursing studies subject to peer review?,formal to casual,1,,The International Journal of Nursing Studies is a monthly peer-reviewed nursing journal published by Elsevier. It covers the delivery of care in the fields of nursing and midwifery.,0.9343028,0.9314626
boolq,515,lexical,is a ram and a lamb the same thing,Is a ram and a lamb the identical thing?,Is a ram and a lamb the same thing?,"['ram', 'lamb', 'same', 'identical']",0,,"Domestic sheep (Ovis aries) are quadrupedal, ruminant mammal typically kept as livestock. Like most ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Although the name sheep applies to many species in the genus Ovis, in everyday usage it almost always refers to Ovis ar",0.9547575,0.96701264
